first_name,last_name,age,gender,color,item_name,favorite_color,location,ispurchased,time_spent_looking,price
Ruperta,Murtagh,19,Female,Violet,air_jordan_4_retro_red,Orange,Moldova,false,9,$754.04
Joel,Hendriks,23,Bigender,Red,nike_vapor_edge_360_black,Khaki,Costa Rica,false,6,$698.97
Elonore,Wadly,27,Agender,Puce,nike_mercurial_superfly_10_elite_blue,Fuscia,Qatar,false,4,$743.75
Corrine,Lapwood,29,Female,Orange,nike_vapor_speed_3_green,Fuscia,Macedonia,false,4,$210.01
Florenza,Sandlin,20,Female,Violet,nike_mercurial_superfly_10_elite_blue,Pink,Bosnia and Herzegovina,true,6,$648.75
Jamie,Alishoner,28,Male,Red,nike_vapor_edge_360_black,Indigo,Albania,false,5,$931.59
Michell,Mew,27,Female,Teal,air_jordan_1_retro_high_og_gray,Puce,Portugal,false,9,$372.85
Saraann,Cusiter,25,Female,Aquamarine,nike_long_jump_elite_white,Yellow,France,true,5,$89.34
Geri,Rozanski,18,Female,Puce,nike_long_jump_elite_white,Green,North Korea,false,3,$926.73
Roderic,Geydon,23,Male,Indigo,nike_zoom_rival_xc_6_pink,Puce,China,true,2,$474.59
Ora,Hasel,21,Female,Khaki,nike_zoom_rival_xc_6_aqua,Khaki,Montenegro,false,2,$431.90
Rosella,Dinjes,19,Female,Red,nike_vapor_shark_3_purple,Red,Russia,false,4,$212.01
Brodie,Hellen,20,Male,Crimson,nike_maxfly_2_yellow,Crimson,Serbia,false,7,$904.56
Brian,Dunbobbin,18,Male,Green,nike_vomero_plus_black,Purple,Indonesia,false,6,$903.39
Garwood,Margery,27,Male,Khaki,nike_maxfly_2_yellow,Indigo,China,false,6,$337.41
Biddie,Packwood,23,Female,Fuscia,nike_alphafly_3_navy,Turquoise,Argentina,false,2,$382.17
Mohammed,Rewcassell,22,Male,Green,nike_zoom_rotational_6_yellow,Maroon,Indonesia,false,9,$957.47
Hagan,Willes,18,Male,Teal,nike_vapor_shark_3_purple,Aquamarine,Indonesia,true,8,$919.95
Boothe,Malan,20,Male,Maroon,nike_acg_ultrafly_trail_orange,Orange,Suriname,true,10,$372.67
Wayne,Floyde,24,Male,Maroon,nike_zoom_rotational_6_yellow,Blue,Honduras,false,10,$517.57
Tully,Kinsey,27,Male,Goldenrod,air_jordan_4_retro_brown,Khaki,Turkmenistan,true,1,$563.16
Sidoney,Gerber,27,Female,Aquamarine,nike_maxfly_2_yellow,Mauv,China,false,7,$186.84
Sheba,Twamley,20,Female,Blue,nike_alphafly_3_navy,Crimson,Sweden,true,1,$597.91
Verney,Bidmead,26,Male,Maroon,nike_phantom_6_low_elite_red,Blue,China,false,3,$608.17
Korie,Heinel,29,Female,Goldenrod,nike_alphafly_3_orange,Blue,Sudan,true,8,$836.93
Corrie,Kempster,18,Polygender,Teal,nike_vomero_plus_black,Indigo,China,true,7,$494.53
Roanne,Ellacombe,20,Female,Aquamarine,nike_acg_ultrafly_trail_orange,Pink,Czech Republic,false,10,$178.22
Archer,Dafter,19,Male,Aquamarine,nike_maxfly_2_purple,Red,Philippines,false,9,$573.19
Gay,Swannack,27,Female,Indigo,air_jordan_1_retro_high_og_gray,Goldenrod,Russia,true,6,$14.80
Giselbert,Ropartz,19,Male,Indigo,nike_long_jump_elite_white,Goldenrod,Portugal,false,5,$406.02
Layney,Chansonnau,26,Female,Fuscia,nike_maxfly_2_purple,Mauv,Russia,false,5,$654.82
Annmarie,Boshell,20,Female,Mauv,nike_alphafly_3_orange,Blue,Philippines,true,9,$792.98
Isadora,Fremantle,29,Female,Green,nike_vapor_shark_3_purple,Maroon,Indonesia,false,4,$502.09
Kippy,Roundtree,24,Female,Pink,air_jordan_4_retro_brown,Mauv,Poland,false,7,$303.50
Etheline,Bernhardsson,21,Female,Purple,air_jordan_1_retro_high_og_gray,Mauv,Egypt,false,9,$771.85
Ester,Moncreiff,20,Polygender,Red,nike_vomero_plus_black,Violet,France,true,7,$661.85
Arney,Zappel,30,Male,Teal,nike_long_jump_elite_white,Yellow,South Africa,true,10,$348.31
Jacklin,Gallgher,26,Female,Green,nike_zoom_rotational_6_yellow,Orange,Poland,false,8,$337.09
Ferdie,Rawet,18,Male,Blue,nike_alphafly_3_navy,Khaki,Portugal,false,7,$156.02
Ragnar,Topes,18,Male,Goldenrod,nike_maxfly_2_purple,Blue,China,true,5,$588.13
Erich,Sprigin,24,Male,Turquoise,nike_vapor_shark_3_purple,Green,Cuba,false,8,$127.18
Antoine,Detoc,24,Male,Pink,nike_long_jump_elite_white,Maroon,Grenada,true,1,$259.33
Sherwin,Lambell,21,Male,Orange,nike_alphafly_3_orange,Purple,Brazil,true,5,$311.37
Chrissie,Gheorghe,20,Male,Teal,air_jordan_1_retro_high_og_gray,Pink,Palestinian Territory,true,7,$194.92
Bucky,Millbank,28,Male,Maroon,air_jordan_4_retro_brown,Orange,Sweden,false,7,$840.11
Sorcha,Gravy,18,Female,Violet,nike_vapor_edge_360_black,Khaki,Indonesia,true,3,$181.73
Franklyn,Cancutt,28,Male,Maroon,nike_zoom_rival_xc_6_aqua,Turquoise,Portugal,false,8,$815.29
Leanora,Dimic,24,Female,Maroon,nike_alpha_menace_4_varsity_blue,Maroon,Brazil,false,3,$969.71
Lenci,Keniwell,27,Male,Turquoise,nike_zoom_rival_xc_6_pink,Indigo,Indonesia,true,3,$444.52
Andriana,Houlton,20,Female,Green,nike_zoom_rival_xc_6_pink,Yellow,Indonesia,false,10,$598.01
Franchot,Kaiser,25,Male,Crimson,nike_vapor_shark_3_purple,Indigo,Norway,true,8,$738.90
Pen,Birkinshaw,27,Female,Aquamarine,nike_vapor_speed_3_green,Indigo,Uzbekistan,true,8,$383.27
Lesley,Taborre,22,Female,Yellow,air_jordan_1_retro_high_og_gray,Turquoise,China,false,3,$350.27
Hamil,McGeffen,21,Male,Green,air_jordan_4_retro_red,Violet,Brazil,true,1,$878.21
Betta,Ainge,28,Female,Pink,nike_vomero_plus_pink,Mauv,Philippines,true,8,$636.71
Mellisent,German,25,Female,Green,air_jordan_4_retro_red,Green,Sierra Leone,false,5,$293.39
Ulrike,Peaple,29,Female,Mauv,nike_maxfly_2_yellow,Mauv,Nigeria,false,6,$88.17
Stearn,Kenan,19,Male,Yellow,nike_vapor_edge_360_black,Turquoise,Brazil,true,3,$65.70
Chaunce,Duiged,29,Male,Teal,nike_alphafly_3_orange,Goldenrod,United States,false,6,$980.91
Joell,Rousell,28,Female,Indigo,nike_zoom_rival_xc_6_pink,Fuscia,Ukraine,true,5,$541.98
Berti,Glasner,23,Non-binary,Khaki,nike_zoom_rotational_6_yellow,Turquoise,Senegal,false,9,$674.98
Ingra,Croall,22,Male,Khaki,nike_mercurial_superfly_10_elite_blue,Mauv,Japan,true,9,$114.32
Ado,Riccetti,21,Male,Mauv,nike_zoom_rival_xc_6_aqua,Teal,Kazakhstan,true,7,$730.85
Cordelia,Molohan,20,Female,Khaki,nike_vapor_speed_3_green,Violet,China,true,7,$15.95
Winfield,Scates,28,Male,Blue,nike_vapor_edge_360_black,Maroon,Nigeria,false,2,$357.80
Vincenz,Cafferty,23,Male,Crimson,air_jordan_1_retro_high_og_gray,Violet,Portugal,false,6,$316.27
Zelda,Brettor,22,Agender,Goldenrod,nike_zoom_rival_xc_6_aqua,Green,China,false,7,$58.77
Rebekkah,Cork,24,Female,Turquoise,air_jordan_mvp_92_green,Red,Ukraine,false,9,$798.35
Blondie,Worsfold,23,Female,Fuscia,nike_long_jump_elite_white,Orange,South Africa,true,9,$680.05
Joyce,Bramsom,25,Female,Orange,nike_mercurial_superfly_10_elite_blue,Puce,Japan,false,10,$617.54
Arleta,Kersley,21,Female,Puce,nike_vapor_shark_3_purple,Violet,Russia,false,5,$188.92
Ollie,Wrightem,20,Male,Green,nike_zoom_rival_xc_6_aqua,Orange,Poland,false,6,$308.45
Alta,Lamden,26,Female,Teal,nike_alpha_menace_4_varsity_blue,Puce,Thailand,true,10,$377.86
Juan,Wickling,23,Male,Turquoise,nike_alpha_menace_4_varsity_blue,Red,Honduras,false,1,$525.69
Heall,Connikie,19,Male,Khaki,nike_zoom_rotational_6_yellow,Blue,Brazil,false,4,$917.74
Vera,Bywaters,26,Female,Mauv,nike_alphafly_3_navy,Violet,Brazil,false,1,$390.01
Jewel,Pingstone,19,Female,Puce,air_jordan_1_retro_high_og_gray,Mauv,Indonesia,false,4,$405.61
Starlene,Hugonneau,24,Female,Puce,air_jordan_1_retro_high_og_gray,Teal,Azerbaijan,true,3,$572.42
Nigel,Keigher,24,Male,Khaki,nike_maxfly_2_purple,Mauv,Philippines,false,6,$43.35
Egbert,Brightling,23,Male,Violet,nike_alphafly_3_orange,Purple,Germany,true,4,$513.41
Kelwin,Karpenko,29,Male,Maroon,nike_mercurial_superfly_10_elite_blue,Fuscia,Egypt,false,7,$726.09
Adrea,Fenkel,28,Female,Maroon,nike_phantom_6_low_elite_red,Crimson,Philippines,false,10,$758.16
Devlin,Jillis,27,Male,Puce,nike_maxfly_2_yellow,Red,Russia,false,8,$189.94
Tommy,Ledeker,24,Female,Aquamarine,nike_alpha_menace_4_varsity_blue,Yellow,South Africa,false,5,$985.03
Dicky,Shine,26,Male,Crimson,nike_long_jump_elite_white,Maroon,Sweden,true,7,$534.64
Bastian,Madeley,18,Male,Yellow,nike_alphafly_3_orange,Red,Portugal,true,9,$313.66
Kayla,McCartney,27,Female,Purple,nike_acg_ultrafly_trail_orange,Teal,Brazil,false,1,$210.86
Conway,Gowar,19,Male,Indigo,nike_acg_ultrafly_trail_orange,Turquoise,China,false,6,$228.26
Garth,Hoyle,30,Male,Puce,nike_long_jump_elite_white,Orange,China,false,1,$50.40
Wilhelm,Lindup,30,Male,Purple,nike_long_jump_elite_white,Mauv,Portugal,false,9,$142.18
Barry,Klimov,30,Female,Pink,nike_maxfly_2_yellow,Yellow,Poland,true,6,$556.09
Kareem,Cady,22,Male,Violet,nike_long_jump_elite_white,Blue,Austria,false,10,$419.89
Geneva,Bartol,23,Female,Indigo,nike_phantom_6_low_elite_red,Goldenrod,Czech Republic,true,2,$715.97
Egon,Schubbert,20,Male,Pink,nike_vapor_speed_3_green,Purple,Albania,false,4,$650.78
Nikolas,Montfort,24,Male,Yellow,air_jordan_4_retro_brown,Goldenrod,Costa Rica,true,3,$584.90
Davy,Bradneck,20,Male,Mauv,nike_maxfly_2_yellow,Goldenrod,Honduras,false,5,$1.81
Ignacius,Cuckoo,20,Male,Teal,nike_mercurial_superfly_10_elite_blue,Purple,Malta,false,1,$237.41
Kessia,Algore,19,Female,Turquoise,nike_zoom_rival_xc_6_pink,Aquamarine,Dominican Republic,false,10,$220.46
Terri,Elgram,26,Agender,Teal,air_jordan_4_retro_brown,Violet,Russia,true,5,$772.66
Beret,Vasnetsov,27,Female,Yellow,air_jordan_4_retro_red,Goldenrod,Poland,false,3,$42.97
Moria,Binning,30,Female,Crimson,nike_zoom_rival_xc_6_pink,Red,France,true,8,$76.34
Madalena,Harlowe,21,Female,Pink,nike_maxfly_2_purple,Maroon,Portugal,false,2,$129.01
Ellis,Housego,27,Male,Puce,nike_maxfly_2_yellow,Goldenrod,Portugal,false,3,$405.18
Kelsey,Gyrgorcewicx,22,Male,Orange,nike_alphafly_3_orange,Purple,China,false,8,$210.72
Marji,Huckfield,20,Female,Aquamarine,nike_alpha_menace_4_varsity_blue,Goldenrod,Iran,true,3,$781.12
Drucie,Gavan,24,Female,Red,nike_maxfly_2_purple,Fuscia,South Africa,true,8,$417.86
Alberto,Andryunin,23,Male,Violet,nike_long_jump_elite_white,Teal,Russia,false,3,$864.09
Olive,Kilbourne,26,Agender,Puce,nike_mercurial_superfly_10_elite_blue,Mauv,Canada,true,1,$187.36
Ethe,Giddins,28,Agender,Green,nike_alpha_menace_4_varsity_blue,Khaki,Norway,false,8,$546.71
Errol,Dymott,18,Male,Red,nike_alpha_menace_4_varsity_blue,Mauv,Portugal,false,1,$159.54
Halimeda,Derington,23,Female,Orange,air_jordan_4_retro_red,Crimson,China,true,3,$640.36
Robin,Courtese,28,Female,Turquoise,air_jordan_1_retro_high_og_gray,Fuscia,China,false,9,$730.47
Eleanor,Antonignetti,21,Female,Pink,nike_vapor_shark_3_purple,Fuscia,Serbia,true,9,$526.27
Sherlocke,Symson,23,Male,Turquoise,air_jordan_1_retro_high_og_gray,Orange,Brazil,false,1,$229.02
Con,Bouda,25,Female,Crimson,nike_zoom_rival_xc_6_aqua,Violet,Greece,false,7,$856.59
Lidia,Fennelly,21,Female,Khaki,air_jordan_4_retro_red,Puce,Panama,true,5,$65.50
Noella,Ghione,24,Female,Aquamarine,nike_vomero_plus_pink,Mauv,Colombia,true,3,$702.15
Eddie,Tows,30,Male,Puce,air_jordan_1_retro_high_og_gray,Maroon,Poland,true,5,$731.56
Freddi,Howchin,22,Female,Indigo,nike_alphafly_3_navy,Pink,France,true,10,$885.61
Iorgos,Sidney,21,Male,Turquoise,nike_acg_ultrafly_trail_orange,Maroon,China,false,8,$433.20
Ansell,Vail,23,Male,Turquoise,nike_alphafly_3_navy,Red,Argentina,true,9,$47.69
Cristi,Hailey,20,Female,Orange,nike_mercurial_superfly_10_elite_blue,Blue,Mauritius,false,9,$496.68
Dorotea,Webland,23,Female,Orange,nike_phantom_6_low_elite_red,Red,Morocco,false,4,$727.45
Cornelius,Cathesyed,18,Male,Indigo,nike_vomero_plus_pink,Pink,Russia,true,6,$602.46
Vikky,Manlow,19,Genderfluid,Teal,nike_long_jump_elite_white,Blue,Czech Republic,true,5,$742.08
Mattie,Duro,21,Female,Aquamarine,nike_alphafly_3_navy,Teal,Brazil,false,7,$518.09
Nat,Winsborrow,19,Male,Blue,nike_vapor_edge_360_black,Mauv,United States,true,7,$318.99
Celesta,Morant,26,Agender,Goldenrod,nike_vapor_edge_360_black,Violet,Philippines,true,4,$248.96
Loleta,Cayle,23,Female,Red,air_jordan_1_retro_high_og_gray,Maroon,Chile,true,5,$960.43
Carson,Philipsson,23,Male,Puce,nike_alphafly_3_orange,Mauv,Ukraine,false,5,$452.52
Clementine,Sinyard,21,Female,Fuscia,nike_vomero_plus_pink,Indigo,China,false,6,$630.44
Zedekiah,Filipovic,23,Male,Maroon,nike_vomero_plus_black,Aquamarine,Azerbaijan,true,3,$292.14
Dedra,Meffan,24,Female,Green,nike_maxfly_2_purple,Maroon,Nigeria,true,10,$901.32
Britni,Soonhouse,18,Female,Turquoise,nike_vapor_shark_3_purple,Green,Russia,true,2,$715.27
Kermy,Mottini,22,Male,Goldenrod,nike_acg_ultrafly_trail_orange,Turquoise,Russia,true,1,$389.02
Zeke,Doornbos,24,Male,Purple,nike_maxfly_2_yellow,Fuscia,Uganda,false,9,$990.52
Archer,Liddy,18,Male,Turquoise,nike_vomero_plus_black,Pink,Brazil,false,9,$877.88
Ailina,Lief,24,Female,Red,nike_vapor_edge_360_black,Goldenrod,Portugal,false,3,$913.75
Dilly,Rilton,18,Male,Violet,air_jordan_mvp_92_green,Green,Brazil,false,7,$792.43
Ulberto,Danigel,20,Bigender,Blue,nike_maxfly_2_yellow,Red,Canada,true,7,$573.48
Veronika,Klamp,21,Female,Fuscia,nike_vapor_speed_3_green,Orange,China,true,8,$706.03
Russ,Poznanski,28,Male,Pink,nike_vapor_shark_3_purple,Green,Indonesia,true,1,$206.50
Bing,Deamer,26,Male,Crimson,nike_alpha_menace_4_varsity_blue,Mauv,China,false,1,$867.26
Nancy,MacNally,25,Female,Goldenrod,air_jordan_4_retro_brown,Fuscia,Colombia,false,7,$324.71
Rainer,Kneath,23,Male,Mauv,nike_vomero_plus_pink,Pink,Brazil,true,3,$87.39
Jonathan,Kamenar,22,Male,Teal,air_jordan_1_retro_high_og_gray,Indigo,Indonesia,true,3,$813.85
Reece,Schinetti,19,Male,Green,nike_phantom_6_low_elite_red,Goldenrod,Sweden,true,3,$212.51
Westleigh,Boick,20,Male,Blue,nike_phantom_6_low_elite_red,Violet,Uganda,true,8,$259.59
Noach,Mosby,22,Male,Crimson,nike_maxfly_2_purple,Yellow,Sweden,true,4,$334.00
Brig,Dashkov,23,Male,Crimson,air_jordan_mvp_92_green,Violet,Poland,true,9,$951.41
Lucie,Sussems,28,Agender,Puce,nike_mercurial_superfly_10_elite_blue,Khaki,China,true,2,$51.79
Reagan,Guion,27,Male,Turquoise,nike_vapor_edge_360_black,Orange,Germany,true,5,$937.61
Dana,Cowap,30,Female,Teal,nike_zoom_rotational_6_yellow,Fuscia,Philippines,false,4,$826.65
Johnathan,Pringell,27,Male,Crimson,air_jordan_4_retro_red,Teal,Brazil,true,3,$347.61
Philip,Burgane,26,Male,Yellow,nike_long_jump_elite_white,Goldenrod,Peru,false,1,$138.63
Donny,Bucher,18,Female,Khaki,air_jordan_4_retro_red,Fuscia,Russia,true,8,$184.51
Kirk,Callery,27,Male,Mauv,nike_maxfly_2_yellow,Maroon,Philippines,true,7,$971.31
Jens,Clemmens,23,Male,Goldenrod,nike_zoom_rival_xc_6_pink,Yellow,Japan,false,9,$831.35
Rollie,Sparrowe,28,Male,Green,nike_zoom_rotational_6_yellow,Teal,Russia,true,8,$126.14
Seka,Greswell,24,Female,Violet,nike_long_jump_elite_white,Indigo,Peru,true,6,$135.76
Cassondra,Lauritsen,25,Bigender,Blue,nike_vapor_edge_360_black,Maroon,Serbia,false,6,$283.62
Nedi,Selburn,22,Female,Puce,nike_maxfly_2_yellow,Goldenrod,China,true,9,$254.84
Elinore,Crankhorn,26,Female,Violet,nike_maxfly_2_purple,Red,Indonesia,false,2,$166.88
Augustina,Drayton,22,Female,Yellow,nike_maxfly_2_purple,Aquamarine,Mexico,true,4,$389.05
Margeaux,Battany,19,Female,Goldenrod,air_jordan_mvp_92_green,Fuscia,Brazil,true,4,$338.00
Adlai,Bingley,27,Male,Fuscia,nike_alpha_menace_4_varsity_blue,Khaki,Namibia,true,10,$483.81
Miguela,Anscott,28,Female,Red,nike_long_jump_elite_white,Purple,Poland,true,5,$909.44
Raymond,Smeuin,24,Male,Indigo,nike_vapor_shark_3_purple,Khaki,Iran,false,9,$653.32
Hillary,Bresman,20,Female,Maroon,nike_vomero_plus_pink,Mauv,Egypt,true,9,$557.95
Isa,Riddall,29,Male,Purple,nike_long_jump_elite_white,Violet,Argentina,true,10,$736.08
Esta,Elcom,22,Female,Fuscia,nike_vapor_speed_3_green,Indigo,Philippines,false,3,$409.79
Tracie,Aksell,27,Female,Mauv,nike_mercurial_superfly_10_elite_blue,Maroon,Indonesia,false,7,$15.81
Thelma,Ratley,27,Polygender,Khaki,nike_alphafly_3_navy,Goldenrod,China,true,8,$461.28
Khalil,Gofford,26,Male,Yellow,nike_long_jump_elite_white,Mauv,Portugal,true,5,$433.82
Eddie,Rape,23,Male,Orange,nike_maxfly_2_purple,Fuscia,Republic of the Congo,true,8,$167.60
Fawne,Bursnell,22,Genderfluid,Turquoise,air_jordan_mvp_92_green,Mauv,Ukraine,true,1,$723.71
Lawrence,Cofax,30,Male,Pink,nike_vapor_speed_3_green,Indigo,China,false,6,$6.28
Trstram,Bobasch,20,Male,Puce,nike_vomero_plus_black,Puce,Reunion,true,9,$117.26
Wilone,Bourke,18,Female,Puce,nike_zoom_rival_xc_6_pink,Red,Indonesia,true,2,$215.08
Dmitri,Bettley,22,Male,Red,nike_zoom_rotational_6_yellow,Pink,Nicaragua,false,9,$18.05
Eddie,Ebsworth,25,Male,Crimson,nike_vomero_plus_pink,Blue,Paraguay,true,4,$915.73
Dill,Synan,26,Male,Maroon,nike_phantom_6_low_elite_red,Red,Hungary,true,8,$670.22
Elaine,Ashbrook,28,Female,Mauv,nike_long_jump_elite_white,Fuscia,China,false,7,$296.32
Fabiano,Cavill,21,Male,Pink,nike_vapor_shark_3_purple,Orange,Argentina,true,8,$137.67
Jeana,Pittam,18,Female,Indigo,nike_vomero_plus_pink,Fuscia,China,true,2,$323.62
Cooper,Condliffe,18,Male,Yellow,nike_vapor_speed_3_green,Mauv,China,false,10,$100.91
Anthea,Tale,23,Female,Pink,nike_zoom_rotational_6_yellow,Red,United States,false,3,$334.72
Ellery,Gotecliffe,25,Male,Goldenrod,nike_long_jump_elite_white,Green,Canada,true,4,$7.46
Rutledge,Haucke,18,Male,Aquamarine,nike_alphafly_3_orange,Maroon,Philippines,false,8,$955.36
Angelica,Wixey,20,Polygender,Red,nike_long_jump_elite_white,Puce,Palestinian Territory,false,8,$778.10
Ailene,Kale,27,Female,Indigo,nike_long_jump_elite_white,Crimson,Sweden,true,6,$740.59
Verina,Rubinovitsch,23,Female,Puce,nike_acg_ultrafly_trail_orange,Teal,Palestinian Territory,true,9,$227.40
Rozalie,Reddyhoff,22,Female,Purple,nike_zoom_rival_xc_6_pink,Purple,Vietnam,true,2,$482.80
Bar,Semper,22,Polygender,Crimson,nike_zoom_rival_xc_6_pink,Turquoise,Vietnam,false,7,$62.29
Bowie,Hardern,28,Male,Khaki,nike_vapor_edge_360_black,Purple,France,false,2,$946.63
Nerti,Filasov,21,Agender,Puce,nike_maxfly_2_yellow,Blue,Brazil,true,4,$814.39
Elaine,Bockett,19,Female,Pink,nike_alphafly_3_orange,Pink,Afghanistan,false,4,$998.86
Baily,Barnsdale,27,Male,Purple,nike_vapor_speed_3_green,Purple,Serbia,true,7,$579.90
Iris,McPolin,18,Female,Maroon,nike_vapor_edge_360_black,Purple,Colombia,true,3,$257.83
Lorilyn,Pesticcio,26,Female,Puce,air_jordan_4_retro_red,Khaki,Ivory Coast,false,7,$661.05
Pavlov,Eales,30,Male,Maroon,nike_vapor_shark_3_purple,Pink,Indonesia,true,2,$50.50
Bartie,Iverson,28,Male,Puce,nike_maxfly_2_yellow,Crimson,Indonesia,false,8,$552.62
Mattie,Schaumaker,19,Male,Aquamarine,nike_long_jump_elite_white,Goldenrod,China,false,6,$72.90
Gustave,Twiddell,21,Male,Red,air_jordan_4_retro_brown,Teal,South Africa,false,3,$803.40
Carmel,Raynes,28,Female,Orange,nike_mercurial_superfly_10_elite_blue,Green,Czech Republic,true,7,$898.15
Zebadiah,Wermerling,26,Male,Aquamarine,nike_maxfly_2_purple,Violet,Brazil,true,8,$839.44
Gerti,Flood,19,Female,Crimson,air_jordan_4_retro_brown,Blue,Brazil,false,4,$22.33
Sibelle,Hurling,20,Female,Fuscia,nike_alphafly_3_orange,Yellow,Iran,true,6,$611.20
Filia,Tourner,28,Female,Goldenrod,nike_vomero_plus_black,Orange,Namibia,false,8,$652.10
Valery,Wear,23,Female,Puce,nike_zoom_rotational_6_yellow,Maroon,China,false,1,$808.01
Kathi,Kinnie,21,Female,Blue,air_jordan_1_retro_high_og_gray,Blue,Brazil,true,7,$784.84
Jilly,Eadington,29,Female,Fuscia,nike_vomero_plus_pink,Crimson,China,true,2,$154.32
Keely,Petche,20,Female,Indigo,nike_maxfly_2_purple,Red,China,true,6,$788.54
Jordan,Matton,25,Male,Mauv,nike_mercurial_superfly_10_elite_blue,Yellow,Sweden,true,1,$122.97
Daron,Birney,25,Male,Pink,nike_maxfly_2_yellow,Aquamarine,Israel,true,10,$895.36
Fanchon,Richold,27,Female,Goldenrod,nike_long_jump_elite_white,Pink,Portugal,false,2,$991.67
Hubert,Beenham,26,Male,Purple,nike_acg_ultrafly_trail_orange,Maroon,Philippines,true,5,$916.44
Karita,Craigmyle,30,Female,Purple,nike_alphafly_3_navy,Red,Mayotte,true,8,$860.09
Marilin,Kneath,18,Female,Red,nike_vomero_plus_pink,Khaki,Sweden,false,7,$242.41
Darrelle,Hodcroft,19,Agender,Orange,nike_zoom_rival_xc_6_aqua,Yellow,France,false,5,$820.70
Torrance,Zielinski,22,Male,Turquoise,nike_maxfly_2_purple,Green,South Africa,false,2,$409.35
Karoly,Habbes,26,Female,Pink,air_jordan_1_retro_high_og_gray,Pink,Norway,false,9,$953.79
Hilary,Molines,18,Female,Puce,air_jordan_mvp_92_green,Teal,China,false,6,$175.60
Lonnie,Hammond,29,Male,Red,nike_maxfly_2_yellow,Orange,Greece,true,2,$626.50
Grannie,Brolly,23,Male,Khaki,nike_alphafly_3_navy,Violet,Ukraine,true,5,$41.86
Aubine,Horche,19,Female,Red,air_jordan_1_retro_high_og_gray,Teal,Philippines,false,7,$557.05
Horten,Defau,19,Male,Maroon,nike_acg_ultrafly_trail_orange,Blue,Czech Republic,false,1,$540.03
Shaun,Veelers,21,Agender,Maroon,nike_vapor_speed_3_green,Green,Brazil,true,9,$170.88
Carmon,Werndly,21,Female,Pink,nike_vapor_shark_3_purple,Violet,Sweden,true,9,$199.35
Loralie,Chate,21,Female,Violet,nike_vapor_speed_3_green,Green,Poland,true,7,$187.82
Dwain,Wiggin,20,Genderfluid,Teal,nike_zoom_rival_xc_6_pink,Fuscia,Indonesia,true,8,$645.98
Melantha,Gherardi,25,Female,Yellow,nike_alphafly_3_orange,Aquamarine,France,true,7,$850.19
Faustine,Leban,29,Female,Khaki,nike_acg_ultrafly_trail_orange,Yellow,Peru,false,8,$366.35
Gwynne,Whitlaw,21,Female,Orange,nike_zoom_rival_xc_6_pink,Crimson,Colombia,false,8,$797.02
Katalin,Griswood,25,Female,Teal,nike_maxfly_2_yellow,Violet,Cuba,true,6,$261.53
Brandais,Bennison,27,Female,Khaki,nike_acg_ultrafly_trail_orange,Indigo,China,false,4,$802.88
Enid,Townson,23,Female,Green,nike_maxfly_2_purple,Pink,Ecuador,true,4,$57.24
Dottie,Boden,19,Female,Yellow,air_jordan_4_retro_red,Crimson,Ukraine,true,1,$968.85
Kenyon,Blackmuir,26,Male,Turquoise,nike_maxfly_2_yellow,Pink,Morocco,true,8,$143.64
Dionisio,Elham,25,Male,Teal,nike_zoom_rotational_6_yellow,Blue,Philippines,true,5,$354.85
Wendy,Guarin,19,Female,Orange,nike_zoom_rotational_6_yellow,Indigo,Guatemala,true,8,$188.26
Ruthe,Dudney,26,Female,Fuscia,nike_phantom_6_low_elite_red,Pink,China,false,6,$756.67
Leicester,Westmacott,25,Male,Puce,nike_vapor_speed_3_green,Purple,Indonesia,false,2,$192.50
Vernice,Reubel,29,Female,Mauv,nike_vomero_plus_pink,Blue,China,false,9,$970.39
Dukie,Commucci,24,Non-binary,Orange,nike_vapor_speed_3_green,Green,China,false,5,$517.20
Mariann,Gantley,27,Female,Blue,air_jordan_mvp_92_green,Blue,China,false,7,$692.98
Clair,Dornan,21,Male,Aquamarine,air_jordan_mvp_92_green,Crimson,China,false,3,$342.37
Xymenes,Dowse,19,Male,Pink,nike_zoom_rotational_6_yellow,Khaki,Zimbabwe,false,1,$632.03
Lida,Barcroft,19,Female,Yellow,nike_vomero_plus_black,Green,Palestinian Territory,true,1,$556.53
Reider,Sabbin,20,Male,Aquamarine,nike_zoom_rotational_6_yellow,Turquoise,Peru,false,5,$689.47
Jenica,Baglin,29,Female,Turquoise,nike_alphafly_3_navy,Puce,Lebanon,false,5,$752.11
Jonas,Brumen,29,Male,Maroon,nike_zoom_rival_xc_6_aqua,Turquoise,Dominican Republic,true,9,$615.96
Winni,Cicerone,29,Genderfluid,Puce,nike_mercurial_superfly_10_elite_blue,Violet,China,true,6,$405.07
Spense,Morot,22,Male,Turquoise,nike_maxfly_2_purple,Maroon,North Korea,true,1,$86.82
Gilberto,Whittaker,18,Male,Teal,nike_maxfly_2_purple,Goldenrod,Czech Republic,true,8,$354.15
Margarete,Yarrow,26,Female,Orange,nike_alphafly_3_orange,Orange,China,true,2,$30.04
Rora,Kesterton,18,Female,Goldenrod,nike_vapor_shark_3_purple,Mauv,Norway,true,9,$949.28
Eugenio,Lowis,28,Male,Violet,nike_vapor_speed_3_green,Purple,Indonesia,false,8,$221.24
Sherwood,Tandy,21,Male,Aquamarine,air_jordan_4_retro_brown,Yellow,Portugal,false,7,$821.44
